8_down_avg_singledown,13_down_avg_singledown,13_down_std_singledown,13_fly_avg_singlefly,32_down_avg_singledown,32_down_std_singledown,32_fly_avg_singlefly,32_fly_std_singlefly,65_fly_avg_singlefly,65_fly_std_singlefly,66_down_avg_singledown,66_down_std_singledown,66_fly_avg_singlefly,66_fly_std_singlefly,67_down_std_singledown,67_fly_std_singlefly,68_down_avg_singledown,68_down_std_singledown,68_fly_avg_singlefly,68_fly_std_singlefly,69_down_avg_singledown,69_down_std_singledown,69_fly_avg_singlefly,69_fly_std_singlefly,70_down_std_singledown,70_fly_avg_singlefly,71_fly_avg_singlefly,71_fly_std_singlefly,72_down_avg_singledown,72_down_std_singledown,72_fly_avg_singlefly,72_fly_std_singlefly,73_down_avg_singledown,73_down_std_singledown,73_fly_avg_singlefly,73_fly_std_singlefly,75_down_avg_singledown,75_down_std_singledown,75_fly_avg_singlefly,76_down_avg_singledown,76_down_std_singledown,76_fly_std_singlefly,77_down_avg_singledown,77_down_std_singledown,77_fly_avg_singlefly,77_fly_std_singlefly,78_down_avg_singledown,78_down_std_singledown,78_fly_avg_singlefly,78_fly_std_singlefly,79_down_avg_singledown,79_down_std_singledown,79_fly_avg_singlefly,79_fly_std_singlefly,80_fly_avg_singlefly,80_fly_std_singlefly,82_down_std_singledown,82_fly_avg_singlefly,82_fly_std_singlefly,83_down_avg_singledown,83_down_std_singledown,83_fly_avg_singlefly,83_fly_std_singlefly,84_fly_avg_singlefly,84_fly_std_singlefly,85_down_avg_singledown,85_down_std_singledown,85_fly_avg_singlefly,85_fly_std_singlefly,86_fly_avg_singlefly,86_fly_std_singlefly,87_down_avg_singledown,87_down_std_singledown,87_fly_std_singlefly,89_down_avg_singledown,89_down_std_singledown,89_fly_avg_singlefly,89_fly_std_singlefly,TH_std_digraph,IN_avg_digraph,IN_std_digraph,RE_avg_digraph,RE_std_digraph,ON_avg_digraph,
94.0,1.0,90.4405882334,1.0,1.0,93.183917386,1.0,69.6938615571,62.0,36.5904658458,1.0,104.475475591,1.0,66.3883774969,18.7295651356,33.6623312082,1.0,107.386766064,1.0,67.3038961204,1.0,100.319924289,0.984126984127,66.4723085544,15.122919781,31.0,1.0,59.6155365247,1.0,87.6397717468,1.0,55.226112206,1.0,102.868372014,1.0,61.9287620466,0.989361702128,91.4316400051,1.0,93.0,24.1631757102,33.0632909441,1.0,92.0217365626,0.984126984127,67.4616352769,1.0,96.7153204565,1.0,53.9076257137,94.0,23.4949011622,47.0,29.3675550088,1.0,64.5632177862,17.6684085834,62.0,31.5196638407,1.0,107.730373309,1.0,69.9557463802,46.0,32.2956953834,1.0,87.1492493752,1.0,54.8301924126,1.0,53.0,1.0,104.242505726,73.9458134943,1.0,88.9159384905,0.807692307692,68.1382236724,514.208597668,273.086021505,332.430788525,455.164556962,663.392364003,200.791666667,
