8_down_avg_singledown,13_down_avg_singledown,13_down_std_singledown,13_fly_avg_singlefly,32_down_avg_singledown,32_down_std_singledown,32_fly_avg_singlefly,32_fly_std_singlefly,65_fly_avg_singlefly,65_fly_std_singlefly,66_down_avg_singledown,66_down_std_singledown,66_fly_avg_singlefly,66_fly_std_singlefly,67_down_std_singledown,67_fly_std_singlefly,68_down_avg_singledown,68_down_std_singledown,68_fly_avg_singlefly,68_fly_std_singlefly,69_down_avg_singledown,69_down_std_singledown,69_fly_avg_singlefly,69_fly_std_singlefly,70_down_std_singledown,70_fly_avg_singlefly,71_fly_avg_singlefly,71_fly_std_singlefly,72_down_avg_singledown,72_down_std_singledown,72_fly_avg_singlefly,72_fly_std_singlefly,73_down_avg_singledown,73_down_std_singledown,73_fly_avg_singlefly,73_fly_std_singlefly,75_down_avg_singledown,75_down_std_singledown,75_fly_avg_singlefly,76_down_avg_singledown,76_down_std_singledown,76_fly_std_singlefly,77_down_avg_singledown,77_down_std_singledown,77_fly_avg_singlefly,77_fly_std_singlefly,78_down_avg_singledown,78_down_std_singledown,78_fly_avg_singlefly,78_fly_std_singlefly,79_down_avg_singledown,79_down_std_singledown,79_fly_avg_singlefly,79_fly_std_singlefly,80_fly_avg_singlefly,80_fly_std_singlefly,82_down_std_singledown,82_fly_avg_singlefly,82_fly_std_singlefly,83_down_avg_singledown,83_down_std_singledown,83_fly_avg_singlefly,83_fly_std_singlefly,84_fly_avg_singlefly,84_fly_std_singlefly,85_down_avg_singledown,85_down_std_singledown,85_fly_avg_singlefly,85_fly_std_singlefly,86_fly_avg_singlefly,86_fly_std_singlefly,87_down_avg_singledown,87_down_std_singledown,87_fly_std_singlefly,89_down_avg_singledown,89_down_std_singledown,89_fly_avg_singlefly,89_fly_std_singlefly,TH_std_digraph,IN_avg_digraph,IN_std_digraph,RE_avg_digraph,RE_std_digraph,ON_avg_digraph,
1.0,1.0,86.8886808344,1.0,1.0,90.9937898522,1.0,74.4520609184,1.0,72.7551935041,1.0,99.4578158963,0.975,71.1682406846,18.1251206893,40.1078545923,1.0,99.2604798353,0.975,71.4972071133,1.0,97.9246668854,1.0,70.1170038633,104.130447036,0.94,60.0,37.3620539709,0.977777777778,85.9984436604,1.0,54.2399969831,1.0,100.581690534,0.945454545455,65.0590458414,1.0,85.4740457683,0.897435897436,1.0,96.4954321253,68.042269952,86.0,12.8655252178,60.0,30.5862998601,0.989010989011,92.6514792798,0.95,61.7778168427,95.0,19.3719174694,40.0,33.9426235715,30.0,29.7871235146,17.963800077,60.0,34.3961384406,0.99,97.3988044074,0.875,72.1405095976,1.0,57.0684365618,1.0,87.2105295855,0.984126984127,62.5184586736,40.0,34.7840959827,90.0,19.6262700529,42.4090062313,1.0,102.777498927,1.0,75.0697294901,26.4092082614,175.615384615,82.5754093229,164.347826087,54.3911827059,144.0,
