8_down_avg_singledown,32_down_avg_singledown,32_down_std_singledown,65_fly_avg_singlefly,65_fly_std_singlefly,66_down_avg_singledown,66_down_std_singledown,66_fly_avg_singlefly,66_fly_std_singlefly,67_down_avg_singledown,67_fly_avg_singlefly,67_fly_std_singlefly,68_down_std_singledown,68_fly_avg_singlefly,68_fly_std_singlefly,69_down_std_singledown,69_fly_avg_singlefly,69_fly_std_singlefly,70_down_avg_singledown,70_down_std_singledown,70_fly_avg_singlefly,70_fly_std_singlefly,71_down_avg_singledown,71_down_std_singledown,71_fly_avg_singlefly,71_fly_std_singlefly,72_down_avg_singledown,72_fly_avg_singlefly,73_down_avg_singledown,73_down_std_singledown,73_fly_avg_singlefly,76_down_avg_singledown,76_down_std_singledown,76_fly_std_singlefly,77_down_avg_singledown,77_down_std_singledown,77_fly_avg_singlefly,77_fly_std_singlefly,78_down_avg_singledown,78_down_std_singledown,78_fly_avg_singlefly,78_fly_std_singlefly,79_down_avg_singledown,79_fly_avg_singlefly,80_down_avg_singledown,82_down_std_singledown,82_fly_avg_singlefly,82_fly_std_singlefly,83_down_std_singledown,83_fly_avg_singlefly,83_fly_std_singlefly,84_down_avg_singledown,84_down_std_singledown,84_fly_avg_singlefly,84_fly_std_singlefly,85_down_avg_singledown,85_down_std_singledown,85_fly_avg_singlefly,85_fly_std_singlefly,86_down_avg_singledown,86_down_std_singledown,86_fly_avg_singlefly,86_fly_std_singlefly,87_fly_avg_singlefly,89_down_avg_singledown,89_down_std_singledown,89_fly_avg_singlefly,IN_avg_digraph,IN_std_digraph,NT_avg_digraph,RE_avg_digraph,RE_std_digraph,TI_std_digraph,AT_avg_digraph,AT_std_digraph,
80.0,1.0,96.9582755892,0.979166666667,54.7899838242,0.989130434783,99.2810382701,0.941176470588,54.1700668913,112.0,40.0,30.4537119483,107.855158866,1.0,52.3713643504,21.9945549099,40.0,24.7211749367,0.988764044944,93.2511989631,1.0,58.4467604707,0.989361702128,93.3464102955,0.979166666667,54.9938152611,100.0,40.0,96.0,25.9556516492,48.0,1.0,95.5057195447,66.048498163,88.0,20.1120487642,47.0,28.705208778,88.0,22.3998986273,36.0,23.9201729193,1.0,1.0,88.0,102.002450951,1.0,50.2383449603,114.70698287,1.0,54.1501839724,1.0,91.9052524016,1.0,49.9521279206,88.0,23.1305697252,32.0,36.031747414,96.0,21.8632111091,35.0,22.1893763106,35.0,80.0,16.6957080313,39.0,174.768421053,131.421735976,391.256097561,186.693548387,147.639446245,514.941066552,225.3,182.989576206,
