8_down_avg_singledown,32_down_avg_singledown,32_down_std_singledown,65_fly_avg_singlefly,65_fly_std_singlefly,66_down_avg_singledown,66_down_std_singledown,66_fly_avg_singlefly,66_fly_std_singlefly,67_down_avg_singledown,67_fly_avg_singlefly,67_fly_std_singlefly,68_down_std_singledown,68_fly_avg_singlefly,68_fly_std_singlefly,69_down_std_singledown,69_fly_avg_singlefly,69_fly_std_singlefly,70_down_avg_singledown,70_down_std_singledown,70_fly_avg_singlefly,70_fly_std_singlefly,71_down_avg_singledown,71_down_std_singledown,71_fly_avg_singlefly,71_fly_std_singlefly,72_down_avg_singledown,72_fly_avg_singlefly,73_down_avg_singledown,73_down_std_singledown,73_fly_avg_singlefly,76_down_avg_singledown,76_down_std_singledown,76_fly_std_singlefly,77_down_avg_singledown,77_down_std_singledown,77_fly_avg_singlefly,77_fly_std_singlefly,78_down_avg_singledown,78_down_std_singledown,78_fly_avg_singlefly,78_fly_std_singlefly,79_down_avg_singledown,79_fly_avg_singlefly,80_down_avg_singledown,82_down_std_singledown,82_fly_avg_singlefly,82_fly_std_singlefly,83_down_std_singledown,83_fly_avg_singlefly,83_fly_std_singlefly,84_down_avg_singledown,84_down_std_singledown,84_fly_avg_singlefly,84_fly_std_singlefly,85_down_avg_singledown,85_down_std_singledown,85_fly_avg_singlefly,85_fly_std_singlefly,86_down_avg_singledown,86_down_std_singledown,86_fly_avg_singlefly,86_fly_std_singlefly,87_fly_avg_singlefly,89_down_avg_singledown,89_down_std_singledown,89_fly_avg_singlefly,IN_avg_digraph,IN_std_digraph,NT_avg_digraph,RE_avg_digraph,RE_std_digraph,TI_std_digraph,AT_avg_digraph,AT_std_digraph,
1.0,87.0,22.3981061529,1.0,46.8610130647,89.0,14.9969693908,51.0,15.5446570768,0.982456140351,0.8,41.0191244596,17.1943903301,48.0,23.2252398202,19.1212104652,40.0,25.426477285,88.0,11.1940918483,48.0,28.4104531142,96.0,18.8245487692,40.0,33.6533126831,1.0,0.846153846154,1.0,98.9571943609,1.0,88.0,15.6692793641,23.7065391823,91.0,21.8115092436,40.0,24.6785789312,1.0,86.4948145335,1.0,41.3827187575,1.0,0.982142857143,0.8984375,16.2322163762,39.0,24.5004638175,41.5048813083,56.0,44.2594233099,88.0,12.5723438462,48.0,28.9412464258,0.990384615385,98.124866958,1.0,52.1718314802,92.25,3.03108891325,26.25,17.612140699,54.0,0.941176470588,84.0115452466,1.0,138.846153846,68.2775401227,272.714285714,223.857142857,172.096120903,155.312072937,231.166666667,144.833716915,
